id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
57,1.9833,0.5062,1.5177,1.764,1.588,2.2434,1.2951,1.4674,2.1814,1.2192,1.1678,2.0342,2.0357,1.6295,1.6368,1.3194,0.6684,1.9072,1.643,2.1408,1.594,0.7388,1.5021,0.8579,1.7105,1.6919,1.701,1.3613,1.4207,0.9811,0.3499,1.6358,1.2635,2.3818,0.5645,2.0788,1.9979,1.8632,1.1662,1.4426
58,1.9795,0.5294,1.5004,1.7338,1.5589,2.2322,1.2826,1.4451,2.1693,1.2082,1.1667,2.0203,2.0225,1.6136,1.6219,1.2925,0.6702,1.8866,1.6301,2.1228,1.562,0.7084,1.4919,0.8262,1.6968,1.6936,1.6871,1.3466,1.4049,0.9485,0.3187,1.6347,1.2485,2.3783,0.5658,2.0627,1.9943,1.8406,1.1382,1.446
59,1.9797,0.5533,1.4883,1.7079,1.5342,2.2261,1.2753,1.427,2.1623,1.2021,1.1704,2.0109,2.0145,1.6026,1.611,1.2702,0.6762,1.8712,1.6211,2.1093,1.5328,0.6819,1.4854,0.7958,1.6885,1.6995,1.6783,1.3372,1.3941,0.9189,0.2923,1.6383,1.2375,2.3793,0.5708,2.0507,1.9949,1.8231,1.1143,1.4537
60,1.9803,0.5778,1.4768,1.6822,1.5099,2.2203,1.2687,1.4093,2.1558,1.1969,1.175,2.0019,2.0069,1.5922,1.6008,1.2482,0.6837,1.8562,1.6127,2.0962,1.5037,0.6558,1.4795,0.7654,1.6806,1.706,1.6701,1.3285,1.3839,0.8895,0.267,1.6424,1.2273,2.3808,0.5775,2.0392,1.9961,1.8061,1.0908,1.462
61,1.9814,0.603,1.4659,1.6567,1.4858,2.215,1.2628,1.3922,2.1496,1.1925,1.1803,1.9933,1.9998,1.5824,1.591,1.2267,0.6925,1.8416,1.6049,2.0835,1.4746,0.6301,1.4743,0.7352,1.6733,1.7131,1.6625,1.3205,1.3743,0.8601,0.2431,1.6472,1.2178,2.3827,0.5858,2.028,1.9978,1.7894,1.0676,1.4709
62,1.9831,0.6287,1.4556,1.6314,1.462,2.2101,1.2578,1.3755,2.144,1.1889,1.1865,1.9853,1.9932,1.5732,1.5818,1.2057,0.7026,1.8274,1.5976,2.0712,1.4457,0.6051,1.4697,0.705,1.6666,1.7207,1.6554,1.3132,1.3654,0.8309,0.2211,1.6525,1.209,2.3849,0.5956,2.0173,1.9999,1.7731,1.0449,1.4804
63,1.9852,0.655,1.446,1.6063,1.4384,2.2057,1.2535,1.3594,2.1387,1.1861,1.1935,1.9776,1.987,1.5645,1.5732,1.185,0.7139,1.8136,1.5909,2.0593,1.4169,0.5806,1.4658,0.675,1.6605,1.7288,1.6489,1.3066,1.3572,0.8019,0.2015,1.6584,1.2009,2.3876,0.607,2.007,2.0025,1.7572,1.0227,1.4905
64,1.9878,0.6817,1.4369,1.5814,1.4152,2.2017,1.2499,1.3438,2.1339,1.1841,1.2012,1.9705,1.9813,1.5564,1.5652,1.1649,0.7264,1.8003,1.5848,2.0477,1.3882,0.5568,1.4625,0.6451,1.6549,1.7374,1.643,1.3008,1.3496,0.7731,0.1853,1.6648,1.1937,2.3907,0.6197,1.9971,2.0057,1.7418,1.0009,1.5013
65,1.9909,0.7087,1.4285,1.5568,1.3923,2.1981,1.2472,1.3287,2.1296,1.183,1.2097,1.9638,1.9761,1.5489,1.5578,1.1453,0.74,1.7874,1.5793,2.0367,1.3596,0.5339,1.46,0.6154,1.6499,1.7466,1.6376,1.2956,1.3427,0.7444,0.1733,1.6719,1.1872,2.3943,0.6337,1.9877,2.0093,1.7268,0.9797,1.5126
66,1.9945,0.7361,1.4207,1.5324,1.3698,2.195,1.2452,1.3143,2.1257,1.1827,1.2189,1.9576,1.9714,1.542,1.551,1.1262,0.7547,1.775,1.5744,2.026,1.3312,0.5118,1.458,0.5858,1.6455,1.7563,1.6328,1.2912,1.3366,0.716,0.1664,1.6794,1.1815,2.3982,0.6489,1.9787,2.0134,1.7122,0.959,1.5244
